"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"kworker/0:0H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6","-20",,"False","11/26/2019 08:00:51",,"6",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/0:0H-kblockd","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/0:1-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.11",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2660","0",,"False","11/26/2019 12:35:40",,"2660",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/0:1-events","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.1100000","00:00:00.1100000","00:00:00",,
"kworker/0:1H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.44",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","245","-20",,"False","11/26/2019 08:00:54",,"245",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/0:1H-kblockd","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.4400000","00:00:00.4400000","00:00:00",,
"kworker/0:2-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3604","0",,"False","11/26/2019 12:40:53",,"3604",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/0:2-events","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/0:3-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3929","0",,"False","11/26/2019 12:43:23",,"3929",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/0:3-events","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/1:0-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2662","0",,"False","11/26/2019 12:35:40",,"2662",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/1:0-events","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"kworker/1:0H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","23","-20",,"False","11/26/2019 08:00:51",,"23",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/1:0H-kblockd","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/1:1-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4436","0",,"False","11/26/2019 12:46:00",,"4436",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/1:1-events","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/1:1H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.39",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","244","-20",,"False","11/26/2019 08:00:54",,"244",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/1:1H-kblockd","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.3900000","00:00:00.3900000","00:00:00",,
"kworker/1:2-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.25",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2696","0",,"False","11/26/2019 12:35:40",,"2696",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/1:2-events","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2500000","00:00:00.2500000","00:00:00",,
"kworker/2:0-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.26",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2072","0",,"False","11/26/2019 08:16:27",,"2072",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/2:0-events","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2600000","00:00:00.2600000","00:00:00",,
"kworker/2:0H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","30","-20",,"False","11/26/2019 08:00:51",,"30",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/2:0H-kblockd","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/2:1-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.77",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","0",,"False","11/26/2019 08:00:51",,"139",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/2:1-events","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.7700000","00:00:00.7700000","00:00:00",,
"kworker/2:1H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.39",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","-20",,"False","11/26/2019 08:00:53",,"231",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/2:1H-kblockd","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.3900000","00:00:00.3900000","00:00:00",,
"kworker/2:2-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.18",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3678","0",,"False","11/26/2019 12:42:43",,"3678",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/2:2-events","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.1400000","00:00:00.1800000","00:00:00.0400000",,
"kworker/3:0-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2610","0",,"False","11/26/2019 08:59:32",,"2610",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/3:0-events","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"kworker/3:0H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","37","-20",,"False","11/26/2019 08:00:51",,"37",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/3:0H-kblockd","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/3:1-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.25",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","148","0",,"False","11/26/2019 08:00:51",,"148",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/3:1-events","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2500000","00:00:00.2500000","00:00:00",,
"kworker/3:1H-kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.43",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","255","-20",,"False","11/26/2019 08:01:03",,"255",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/3:1H-kblockd","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.4300000","00:00:00.4300000","00:00:00",,
"kworker/3:2-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3683","0",,"False","11/26/2019 12:42:46",,"3683",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/3:2-events","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/u16:13-phy0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.47",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2621","0",,"False","11/26/2019 08:59:33",,"2621",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/u16:13-phy0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.4700000","00:00:00.4700000","00:00:00",,
"kworker/u16:2-flush-8:0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"2.66",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2096","0",,"False","11/26/2019 08:21:45",,"2096",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/u16:2-flush-8:0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:02.6600000","00:00:02.6600000","00:00:00",,
"kworker/u16:42-events_unbound","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2651","0",,"False","11/26/2019 12:35:39",,"2651",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/u16:42-events_unbound","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/u16:43-phy0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.71",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2652","0",,"False","11/26/2019 12:35:39",,"2652",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/u16:43-phy0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.7100000","00:00:00.7100000","00:00:00",,
"kworker/u17:0-i915-userptr-acquire","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"13.24",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","144","-20",,"False","11/26/2019 08:00:51",,"144",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/u17:0-i915-userptr-acquire","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:13.2400000","00:00:13.2400000","00:00:00",,
"kworker/u17:2-hci0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2663","-20",,"False","11/26/2019 12:35:40",,"2663",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kworker/u17:2-hci0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"lightdm","738",,"318279680","6889472","0","0",,"System.Diagnostics.Process (systemd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","738","0",,"False","11/26/2019 08:01:25",,"738",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","lightdm","15","738",,"System.Diagnostics.ProcessThreadCollection",,"318279680","318279680","False",,,,"6889472","6889472",,,"0","","True","00:00:00.0200000","00:00:00.0500000","00:00:00.0300000",,
"lightdm","738",,"204050432","8314880","0","0",,"System.Diagnostics.Process (lightdm)",,"0.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","984","0",,"False","11/26/2019 08:01:41",,"984",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","lightdm","15","738",,"System.Diagnostics.ProcessThreadCollection",,"204050432","204050432","False",,,,"8314880","8314880",,,"0","","True","00:00:00.0100000","00:00:00.0300000","00:00:00.0200000",,
"loop0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","656","-20",,"False","11/26/2019 08:01:16",,"656",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.0500000","00:00:00.0500000","00:00:00",,
"loop1","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.16",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","661","-20",,"False","11/26/2019 08:01:16",,"661",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop1","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.1600000","00:00:00.1600000","00:00:00",,
"loop10","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.19",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","691","-20",,"False","11/26/2019 08:01:16",,"691",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop10","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.1900000","00:00:00.1900000","00:00:00",,
"loop2","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","662","-20",,"False","11/26/2019 08:01:16",,"662",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop2","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop3","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","666","-20",,"False","11/26/2019 08:01:16",,"666",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop3","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop4","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","669","-20",,"False","11/26/2019 08:01:16",,"669",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop4","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop5","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","672","-20",,"False","11/26/2019 08:01:16",,"672",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop5","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop6","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","674","-20",,"False","11/26/2019 08:01:16",,"674",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop6","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop7","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","678","-20",,"False","11/26/2019 08:01:16",,"678",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop7","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop8","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","683","-20",,"False","11/26/2019 08:01:16",,"683",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop8","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"loop9","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.02",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","690","-20",,"False","11/26/2019 08:01:16",,"690",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","loop9","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.0200000","00:00:00.0200000","00:00:00",,
"lvmetad","302",,"79937536","1400832","0","0",,"System.Diagnostics.Process (systemd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","302","0",,"False","11/26/2019 08:01:07",,"302",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","lvmetad","15","302",,"System.Diagnostics.ProcessThreadCollection",,"79937536","79937536","False",,,,"1400832","1400832",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"migration/0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13","0",,"False","11/26/2019 08:00:51",,"13",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","migration/0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.0600000","00:00:00.0600000","00:00:00",,
"migration/1","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","19","0",,"False","11/26/2019 08:00:51",,"19",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","migration/1","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"migration/2","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","26","0",,"False","11/26/2019 08:00:51",,"26",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","migration/2","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"migration/3","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","33","0",,"False","11/26/2019 08:00:51",,"33",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","migration/3","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"mm_percpu_wq","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8","-20",,"False","11/26/2019 08:00:51",,"8",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","mm_percpu_wq","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"ModemManager","797",,"248639488","10559488","0","0",,"System.Diagnostics.Process (systemd)",,"0.08",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","797","0",,"False","11/26/2019 08:01:30",,"797",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","ModemManager","15","797",,"System.Diagnostics.ProcessThreadCollection",,"248639488","248639488","False",,,,"10559488","10559488",,,"0","","True","00:00:00.0500000","00:00:00.0800000","00:00:00.0300000",,
"msm_notifier","1028","14","291639296","42221568","0","0","/usr/bin/msm_notifier","System.Diagnostics.Process (startdde)",,"1.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1286","0",,"False","11/26/2019 08:05:09",,"1286",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","msm_notifier","15","1028",,"System.Diagnostics.ProcessThreadCollection","14","291639296","291639296","False",,,,"42221568","42221568",,"System.Diagnostics.ProcessModule (msm_notifier)","0","","True","00:00:00.4700000","00:00:01.0300000","00:00:00.5600000",,
"netns","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","39","-20",,"False","11/26/2019 08:00:51",,"39",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","netns","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"NetworkManager","716",,"499445760","20578304","0","0",,"System.Diagnostics.Process (systemd)",,"20.92",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","716","0",,"False","11/26/2019 08:01:20",,"716",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","NetworkManager","15","716",,"System.Diagnostics.ProcessThreadCollection",,"499445760","499445760","False",,,,"20578304","20578304",,,"0","","True","00:00:19.2700000","00:00:20.9200000","00:00:01.6500000",,
"nvme-delete-wq","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","152","-20",,"False","11/26/2019 08:00:51",,"152",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","nvme-delete-wq","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"nvme-reset-wq","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","151","-20",,"False","11/26/2019 08:00:51",,"151",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","nvme-reset-wq","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
